name,embedding
Procurement Coordination,"[0.4280475974082947, 0.1503879427909851, 0.29493895173072815, 0.9287638068199158, 0.1638367921113968, -0.3574371933937073, -0.15073390305042267, 0.40581876039505005, 0.05548851191997528, -0.8953248262405396, -0.8343186378479004, -1.0189738273620605, -0.06001606211066246, 0.05608039349317551, -0.6595622897148132, -0.18716201186180115, 0.8455474972724915, 0.4150334298610687, -0.6441965699195862, 0.5576146245002747, 0.4076084494590759, -0.8062242269515991, 0.1387760192155838, 0.04746114835143089, -0.011040103621780872, -0.5978714227676392, 0.42481639981269836, -0.6215161085128784, -0.34285280108451843, 1.1717121601104736, -0.3453686833381653, 0.5257296562194824, -0.38014131784439087, 0.2950077950954437, -1.3664549589157104, 0.8744829893112183, -0.7444366812705994, -0.4548330008983612, -0.007571567315608263, 0.21262481808662415, -0.33705106377601624, -0.8280947208404541, -0.11752656102180481, -0.34599268436431885, -1.0149303674697876, 0.6219373345375061, -0.520116925239563, -0.3612750768661499, 0.2608849108219147, -0.0016784516628831625, -0.1602691113948822, -0.06206322833895683, 0.18485765159130096, -0.48423880338668823, 0.3188523054122925, -0.627303421497345, 0.2913611829280853, 0.11952325701713562, 0.09302020817995071, -0.41080960631370544, 0.48177266120910645, 0.24799181520938873, 0.09578215330839157, 0.39089730381965637]"
Procurement,"[0.043798062950372696, 0.4803653359413147, 0.25218018889427185, 0.6492660045623779, 0.9435204267501831, 0.7128849625587463, 0.0869801864027977, 0.837858259677887, -0.02773146890103817, -0.8198015093803406, 0.19861604273319244, -0.35904064774513245, 0.08884556591510773, 0.41286948323249817, -0.3166366219520569, -0.1319667547941208, 0.3892489969730377, 0.21421949565410614, -0.4745103716850281, 0.9823448061943054, 0.0368269681930542, -0.8565078377723694, 0.207232266664505, -0.12296207249164581, -0.059824906289577484, -0.8163576722145081, 0.6707484722137451, -0.9155683517456055, -0.61829674243927, 0.8099927306175232, 0.1699380874633789, 0.02154385857284069, 0.3019323945045471, 0.13895460963249207, -0.6988283395767212, 0.16682136058807373, -0.370143860578537, -0.2447466105222702, -0.13601230084896088, 0.4036893844604492, -0.1758665144443512, -0.41654711961746216, -0.13911010324954987, -0.4439943730831146, -0.643292248249054, 0.7114906311035156, -0.7575966119766235, -0.4201313555240631, 0.9518550634384155, -0.512694776058197, -1.105785846710205, 0.33807510137557983, 0.4151245355606079, 0.010606474243104458, -0.5250424146652222, -0.7551854848861694, 0.25376519560813904, -0.14390212297439575, -0.07312875241041183, 0.3185780942440033, 0.15555889904499054, -0.3300319314002991, -0.15484444797039032, 0.45238420367240906]"
Supply Chain,"[0.11136999726295471, 0.4965967535972595, 0.18925942480564117, 0.6232537627220154, 0.8422176241874695, 0.6583253741264343, 0.055678460747003555, 0.9152542948722839, -0.08034282177686691, -0.836947500705719, 0.20015273988246918, -0.43188807368278503, 0.08340846747159958, 0.4419991970062256, -0.3120843768119812, -0.11540983617305756, 0.42069393396377563, 0.3477419316768646, -0.5579875707626343, 0.9454269409179688, 0.13821308314800262, -0.8254719972610474, 0.2934093475341797, -0.04717965051531792, -0.0465705543756485, -0.7533812522888184, 0.5952849984169006, -0.8585091829299927, -0.654735803604126, 0.7646593451499939, 0.12698805332183838, 0.023862404748797417, 0.25969189405441284, 0.15687258541584015, -0.6753703355789185, 0.2922903001308441, -0.33177679777145386, -0.35819265246391296, -0.0944465845823288, 0.4003537893295288, -0.20720605552196503, -0.4161126911640167, -0.14803601801395416, -0.5275760889053345, -0.6364999413490295, 0.7083250880241394, -0.6623297929763794, -0.4128711223602295, 0.9313041567802429, -0.4320237934589386, -0.9736633896827698, 0.31201401352882385, 0.4470362365245819, 0.0851401537656784, -0.5125908851623535, -0.7389333248138428, 0.19480834901332855, -0.09061576426029205, -0.15199926495552063, 0.24469681084156036, 0.1493021696805954, -0.34236231446266174, -0.14401528239250183, 0.4588988423347473]"
Vendor Management,"[0.121343232691288, 0.3283773362636566, 0.18778002262115479, 0.5657851696014404, 0.8405387997627258, 0.5190739631652832, 0.1689770519733429, 0.638469934463501, -0.00033908290788531303, -0.6208295226097107, 0.044609200209379196, -0.315598726272583, 0.13385243713855743, 0.36955195665359497, -0.2944716811180115, -0.07586893439292908, 0.3556354343891144, 0.17105022072792053, -0.4421716332435608, 0.9063087105751038, 0.048469968140125275, -0.7822906970977783, 0.16455689072608948, -0.10941684991121292, -0.03178686276078224, -0.7030074596405029, 0.5619243383407593, -0.7464849948883057, -0.544707179069519, 0.802981436252594, 0.08677501231431961, 0.12534992396831512, 0.2581551969051361, 0.16436204314231873, -0.6424404382705688, 0.2137403041124344, -0.4147873520851135, -0.26125019788742065, -0.13717108964920044, 0.3102974593639374, -0.0801636129617691, -0.3759509325027466, -0.0485227145254612, -0.37231823801994324, -0.6811128258705139, 0.5564860701560974, -0.6256712079048157, -0.41767778992652893, 0.8362032175064087, -0.42691168189048767, -1.0351866483688354, 0.22695590555667877, 0.28128620982170105, -0.0502106249332428, -0.4992818534374237, -0.7147539258003235, 0.28362753987312317, -0.12398000806570053, -0.12519881129264832, 0.23241481184959412, 0.1885005533695221, -0.10663598030805588, -0.1835249960422516, 0.43458786606788635]"
Project Coordination,"[0.43137606978416443, -0.013256440870463848, 0.027277924120426178, 0.25538724660873413, 0.601619303226471, -0.35756218433380127, 0.5217857956886292, -0.1424722820520401, -0.32625633478164673, 0.7081405520439148, -0.3787745535373688, 0.5102834105491638, 0.2855697572231293, -0.17602886259555817, -0.7192879915237427, 0.11172493547201157, 0.14317339658737183, -0.11929839104413986, -1.2380222082138062, 0.5519464015960693, 0.009267164394259453, -0.6151230335235596, 0.7633341550827026, -0.7666348814964294, -0.1471659541130066, -0.10260169208049774, 0.5639541745185852, 0.20051924884319305, -0.7741972804069519, 0.5531355142593384, 0.22767513990402222, 0.02827361784875393, -0.14901956915855408, 0.30679380893707275, -0.2547577917575836, 0.568061113357544, -0.3650026023387909, -0.5536132454872131, 0.8486765623092651, 0.16554518043994904, -0.08782961964607239, -0.0754551887512207, 0.6852680444717407, -0.22795715928077698, -0.08602829277515411, 0.3139811158180237, -0.43906158208847046, -0.7638974785804749, 0.074374720454216, -0.5488685369491577, -0.6609504818916321, -0.09716106206178665, 0.6421769857406616, -0.035588014870882034, 0.06860975176095963, -0.19603605568408966, 0.1686892956495285, -0.2558557391166687, 0.025236856192350388, 0.2972699701786041, 0.6614536046981812, 0.3471844494342804, -0.758908748626709, 0.5061219930648804]"
PMP,"[0.2876139283180237, 0.1149228885769844, -0.002034249249845743, 0.14113622903823853, 0.30167603492736816, -0.2010880410671234, 0.21586139500141144, -0.0017626209883019328, -0.16478939354419708, 0.38920730352401733, -0.22420991957187653, 0.1522604078054428, 0.16038575768470764, -0.00015099442680366337, -0.3547561466693878, 0.10541940480470657, 0.03630866855382919, 0.012774505652487278, -0.5613690614700317, 0.2828857898712158, 0.10193929821252823, -0.3772466480731964, 0.4269695580005646, -0.2711283564567566, -0.17740482091903687, 0.13045759499073029, 0.24576929211616516, 0.15977974236011505, -0.2701500654220581, 0.24770765006542206, 0.15969648957252502, 0.07217052578926086, -0.011905134655535221, 0.22907228767871857, -0.1875065714120865, 0.23356160521507263, -0.1660478264093399, -0.3448401689529419, 0.42297229170799255, 0.04957544431090355, -0.039692651480436325, -0.02912398800253868, 0.2425888329744339, -0.11545611172914505, -0.05321333184838295, 0.11084529012441635, -0.20868262648582458, -0.32044917345046997, 0.04829457402229309, -0.17833583056926727, -0.16409578919410706, -0.03232762962579727, 0.3469482362270355, 0.03749239444732666, 0.14673395454883575, -0.1047426164150238, -0.05611872300505638, -0.059986088424921036, -0.05205371603369713, 0.13957981765270233, 0.33473044633865356, 0.19510722160339355, -0.2605982720851898, 0.29348018765449524]"
Agile,"[0.6290095448493958, 0.31824901700019836, -0.0021799893584102392, 0.3968057632446289, 0.4770265817642212, -0.5513807535171509, 0.38238000869750977, 0.08908464759588242, -0.3244175910949707, 0.8819215297698975, -0.4985329508781433, 0.09119465947151184, 0.28739434480667114, 0.0988943949341774, -0.7401649951934814, 0.22538098692893982, 0.12370496988296509, 0.2167089581489563, -1.0373666286468506, 0.4651804268360138, 0.3745865821838379, -0.47445496916770935, 0.79729825258255, -0.35968199372291565, -0.4941508173942566, 0.4442336857318878, 0.337471604347229, 0.33876317739486694, -0.41557663679122925, 0.45039957761764526, 0.34725692868232727, 0.11511107534170151, -0.09591634571552277, 0.6069672703742981, -0.568092942237854, 0.4390254616737366, -0.18004831671714783, -0.7606735825538635, 0.7460259199142456, 0.011000470258295536, -0.2242663949728012, -0.07252880930900574, 0.4246722459793091, -0.24091534316539764, 0.025388307869434357, 0.19427737593650818, -0.38777458667755127, -0.6251919269561768, 0.07632295042276382, -0.24272720515727997, -0.12399614602327347, -0.0749407410621643, 0.681958019733429, 0.16674348711967468, 0.4049864113330841, -0.1867472231388092, -0.172870934009552, -0.05291890352964401, -0.32250192761421204, 0.04126826673746109, 0.7355734705924988, 0.3605404198169708, -0.44724828004837036, 0.43832316994667053]"
Project Management,"[0.47986260056495667, 0.12100104987621307, -0.15996859967708588, 0.1245180144906044, 0.46250149607658386, -0.2917710840702057, 0.366021990776062, -0.20155248045921326, -0.3155108094215393, 0.7658306360244751, -0.3832222521305084, 0.37745407223701477, 0.35418471693992615, -0.1571044623851776, -0.5156245231628418, 0.2664625644683838, -0.09087235480546951, -0.037741146981716156, -1.0856534242630005, 0.35159894824028015, 0.18044932186603546, -0.4610058069229126, 0.8121359944343567, -0.3711020052433014, -0.06716983765363693, 0.1876043826341629, 0.42511075735092163, 0.36312898993492126, -0.5262682437896729, 0.36201542615890503, 0.25355610251426697, -0.004226839169859886, -0.12925128638744354, 0.29215753078460693, -0.0482763946056366, 0.5731275677680969, -0.25803521275520325, -0.5532240867614746, 0.6809958219528198, 0.04128485172986984, -0.05803340673446655, 0.009975021705031395, 0.5642014741897583, -0.16157665848731995, 0.02903919294476509, 0.03062049299478531, -0.2517828643321991, -0.726444661617279, -0.0063773407600820065, -0.2904611825942993, -0.22737739980220795, -0.17816609144210815, 0.5210397243499756, 0.025303658097982407, 0.08969449996948242, -0.1363392174243927, -0.11981362849473953, -0.05813584476709366, -0.1693965494632721, 0.13925397396087646, 0.4734880328178406, 0.4148322343826294, -0.7072699069976807, 0.464113712310791]"
QA,"[0.2830100357532501, -0.4044645130634308, 0.009437743574380875, -0.007786629721522331, -0.07957180589437485, 0.08750129491090775, 0.2244495153427124, -0.011810560710728168, 0.06552330404520035, 0.569728672504425, -0.559842586517334, -0.005774560384452343, -0.10070290416479111, -0.01424397248774767, 0.28895026445388794, -0.22104835510253906, 0.18776141107082367, 0.2618587911128998, -0.6785008907318115, 0.23086825013160706, -0.25347045063972473, -1.0936247110366821, 0.8159971237182617, -0.37025216221809387, 0.19185639917850494, -1.0780526399612427, 0.7230010032653809, -0.44147294759750366, -0.5215650200843811, 0.8105540871620178, -0.2513197362422943, 1.2474546432495117, -0.5115945339202881, 0.2928093373775482, -0.5702606439590454, 0.7645912170410156, -0.49777868390083313, -0.3009335398674011, -0.2339009791612625, 0.2377973347902298, -0.29882797598838806, -0.42623379826545715, 0.3297935724258423, -0.057828422635793686, -1.0390852689743042, 0.26708778738975525, -0.2284187227487564, -0.9079010486602783, 0.1272011697292328, -0.07967710494995117, -0.952813446521759, -0.17560213804244995, -0.11371108144521713, -0.28621599078178406, -0.7432535886764526, -0.5028458833694458, 0.8125531673431396, 0.2571381628513336, -0.34223175048828125, -0.31421005725860596, 0.773148775100708, 0.027704082429409027, -0.35736969113349915, 0.7238361835479736]"
Testing,"[0.370999276638031, -0.38862723112106323, -0.029430866241455078, 0.009736781939864159, -0.05715866759419441, 0.010039801709353924, 0.34536418318748474, 0.02085852064192295, 0.0454334057867527, 0.4637969434261322, -0.5216314792633057, -0.0710621327161789, 0.06379251182079315, 0.036312248557806015, 0.2382037192583084, -0.1777089536190033, 0.21343015134334564, 0.28371137380599976, -0.6069843173027039, 0.3313277065753937, -0.20154476165771484, -1.0556015968322754, 0.7312508821487427, -0.33237797021865845, 0.16545134782791138, -0.9865754842758179, 0.59380704164505, -0.35943156480789185, -0.5054813623428345, 0.7796869874000549, -0.24192214012145996, 1.1754122972488403, -0.4113054573535919, 0.3344302773475647, -0.5717322826385498, 0.7109312415122986, -0.5296597480773926, -0.29695332050323486, -0.2146071344614029, 0.18153543770313263, -0.2088197022676468, -0.3894517123699188, 0.2888583242893219, -0.11467165499925613, -1.033288836479187, 0.26777783036231995, -0.25126245617866516, -0.8069490194320679, 0.1887367069721222, -0.038783665746450424, -0.9219598174095154, -0.13660547137260437, -0.12000183761119843, -0.18467094004154205, -0.719687283039093, -0.5282883644104004, 0.7029539942741394, 0.21781538426876068, -0.4675810933113098, -0.28743699193000793, 0.7343801856040955, 0.1464541107416153, -0.3404829800128937, 0.6674347519874573]"
Risk Assessment,"[0.3101034164428711, 0.22201134264469147, 0.13896985352039337, 0.45892077684402466, 0.2575807571411133, -0.5191224813461304, 0.4344252347946167, -0.07394043356180191, 0.0192602276802063, -0.24088408052921295, -0.08457634598016739, -0.12736675143241882, -0.16434963047504425, 0.35315459966659546, -0.38745933771133423, -0.04970301315188408, 0.4161358177661896, -0.2238226681947708, -0.30428358912467957, 0.47865745425224304, 0.5600582361221313, -0.2550382614135742, 0.01445896178483963, -0.372298926115036, -0.2581804394721985, -0.19071784615516663, 0.14474685490131378, -0.2830198407173157, -0.18029765784740448, 0.5737642049789429, 0.10045554488897324, 0.34249359369277954, 0.10687423497438431, 0.16361640393733978, -0.4159989655017853, 0.2021052986383438, -0.16795951128005981, -0.711662232875824, 0.27705520391464233, -0.08790981769561768, -0.16472648084163666, -0.3915989100933075, 0.3940896689891815, -0.3012584149837494, -0.234090194106102, 0.4745206832885742, 0.10752218961715698, 0.27574267983436584, 0.07402916997671127, 0.1287597119808197, -0.16399624943733215, 0.03489532694220543, 0.287330687046051, -0.10711123049259186, 0.4033661484718323, -0.3806074261665344, -0.23451152443885803, 0.125597283244133, 0.22828462719917297, 0.055575862526893616, 0.4651387631893158, 0.13769972324371338, -0.06984126567840576, 0.3072478473186493]"
Sales,"[0.7419255971908569, 0.4211978614330292, -0.3239089548587799, 0.40956786274909973, -0.019246837124228477, -0.13939163088798523, -0.5637206435203552, 0.023212851956486702, -0.31111931800842285, 0.30844324827194214, 0.09915993362665176, -0.42830124497413635, 0.21810656785964966, -0.27464649081230164, -0.1470952332019806, 0.06596522033214569, 0.36897021532058716, 1.0522602796554565, -0.8205378651618958, 0.7090069055557251, 0.035687610507011414, -0.7971202731132507, 0.3698132634162903, -0.3289012908935547, 0.3019413948059082, -0.42049694061279297, -0.5104210376739502, -0.6202793717384338, -0.23876367509365082, 0.4656010866165161, 0.3794513940811157, 0.3851557672023773, -0.061173878610134125, 0.34864717721939087, -0.4353576600551605, 1.0513724088668823, -0.3679526746273041, -0.8474575877189636, -0.05637850612401962, -0.4663317799568176, 0.19817137718200684, -0.4757312834262848, -0.18320046365261078, -0.5447284579277039, -1.088557481765747, 0.3193240463733673, -0.9847644567489624, -0.298403263092041, 0.19716224074363708, -0.06695271283388138, -0.03328517824411392, 0.2715708315372467, 0.11682621389627457, 0.1358591765165329, 0.12336930632591248, -0.7324203848838806, -0.12717129290103912, 0.34174683690071106, -0.7773005366325378, 0.2683311104774475, -0.39934539794921875, 0.4128587245941162, 0.09414195269346237, 0.6486067175865173]"
IT Sales,"[0.39413461089134216, 0.27521583437919617, -0.2285109907388687, 0.28076881170272827, -0.0448128804564476, -0.08533875644207001, -0.4233348071575165, 0.042952265590429306, -0.18248121440410614, 0.09308725595474243, 0.10933269560337067, -0.2701799273490906, 0.060138288885354996, -0.16938276588916779, -0.09316709637641907, -0.001227900036610663, 0.2847622334957123, 0.6531445980072021, -0.4406116306781769, 0.44575268030166626, 0.02551557682454586, -0.43146973848342896, 0.17348039150238037, -0.21659231185913086, 0.16746191680431366, -0.29053446650505066, -0.33309346437454224, -0.4427820146083832, -0.14708292484283447, 0.2539209723472595, 0.22968460619449615, 0.2060544341802597, -0.05897129699587822, 0.20740479230880737, -0.25836268067359924, 0.6550296545028687, -0.19932323694229126, -0.4999363124370575, -0.10615444928407669, -0.33967676758766174, 0.06397413462400436, -0.3309728503227234, -0.16834869980812073, -0.30271750688552856, -0.6417563557624817, 0.21006178855895996, -0.591231107711792, -0.16512586176395416, 0.10020805895328522, -0.032086893916130066, -0.029639501124620438, 0.20264381170272827, 0.08297174423933029, 0.016624169424176216, 0.062213510274887085, -0.48457056283950806, -0.04075998067855835, 0.22020265460014343, -0.4426034986972809, 0.20061475038528442, -0.2565729320049286, 0.21659956872463226, 0.08572854101657867, 0.3294614851474762]"
Security,"[0.36669427156448364, 0.10603786259889603, -0.5584077835083008, 0.7020805478096008, 0.21095865964889526, -0.9508658647537231, 0.665672242641449, -0.6513619422912598, 0.2668434977531433, 0.41024649143218994, -0.8679124712944031, -0.9412748217582703, 0.21991489827632904, -0.07147721201181412, -0.16692353785037994, 0.045310214161872864, 0.049394864588975906, -0.3277975618839264, -0.3401097059249878, 0.7217308878898621, 0.6299483776092529, 0.17394137382507324, -0.23109601438045502, 0.01600370742380619, 0.6447031497955322, 0.11140480637550354, -0.09829974174499512, -0.2699527144432068, 0.029881661757826805, 0.7516776323318481, 0.03770479932427406, 0.46339738368988037, 0.6102225184440613, 0.7407479286193848, -0.02642734721302986, 0.1133602038025856, -0.6556825041770935, -0.897131085395813, -0.10664317011833191, -0.6285931468009949, 0.04460502788424492, -0.09357628226280212, 0.14080488681793213, -0.6327999830245972, -0.7082216143608093, -0.29215922951698303, -0.07539737224578857, -0.47246313095092773, 0.7001801133155823, -0.05409945920109749, -0.6665223240852356, -0.1788427084684372, -0.2944051921367645, 0.10462427884340286, 0.062448304146528244, -0.6052520275115967, -0.027942748740315437, -0.33192336559295654, -0.12286917120218277, -0.41162651777267456, -0.4344566762447357, 0.5188382267951965, -0.3801935315132141, 0.48326683044433594]"
Security Consulting,"[0.9675242304801941, -0.3398471474647522, -0.0469508171081543, 0.5213896036148071, 0.6112488508224487, 0.34516480565071106, 0.6073315739631653, 0.28247252106666565, 0.27581754326820374, -0.5578279495239258, -0.32191336154937744, -0.4903779625892639, 0.662773847579956, 0.18743346631526947, -0.36352473497390747, 0.20470401644706726, 0.6816232800483704, 0.17226196825504303, 0.17547477781772614, 0.7788673639297485, 0.8537867069244385, -1.0218466520309448, 0.4201330244541168, 0.023634212091565132, 0.07691532373428345, -0.24868421256542206, -0.010589302517473698, 0.355971097946167, -0.7422409653663635, 0.5095953345298767, -0.6633930206298828, 0.21167123317718506, 0.22356846928596497, 0.03533077985048294, -0.65418541431427, 0.859514057636261, -0.30239030718803406, -0.6620221734046936, 0.23242045938968658, 0.1262097805738449, -0.062451835721731186, -0.17648260295391083, 0.7998882532119751, -0.495268851518631, -0.8211392164230347, 0.6193274855613708, 0.015192359685897827, -0.22149686515331268, 0.5827114582061768, 0.3802173137664795, -0.2240206003189087, 0.11900259554386139, -0.29921990633010864, 0.05071618780493736, -0.726600706577301, -0.8034322261810303, 0.05600070208311081, -0.28158774971961975, -1.1715797185897827, 0.025370992720127106, 0.47025132179260254, 0.735287070274353, -0.12255037575960159, -0.03005809336900711]"
IT Service Desk,"[0.16890862584114075, 0.0013503899099305272, -0.022429704666137695, 0.276397168636322, 0.5395198464393616, -0.0919523537158966, 0.39199626445770264, -0.3292483687400818, -0.06078244373202324, 0.24475207924842834, -0.11287558078765869, 0.18173900246620178, 0.18800891935825348, -0.09353885054588318, -0.13019247353076935, 0.11704632639884949, -0.14581196010112762, -0.21212176978588104, -0.43112853169441223, 0.372998982667923, -0.18908004462718964, -0.6197360754013062, 0.15479238331317902, -0.410159170627594, -0.0002809215511661023, -0.11129093170166016, 0.3655606508255005, -0.047186229377985, -0.3352493941783905, 0.4145197868347168, 0.2371949553489685, 0.09401825070381165, 0.3817983865737915, 0.0024776149075478315, -0.010619868524372578, 0.0670376867055893, -0.344491571187973, 0.02675962820649147, 0.43418407440185547, 0.1089552640914917, 0.24625766277313232, -0.0682024136185646, 0.10372605919837952, -0.055127087980508804, -0.27692851424217224, 0.19164377450942993, -0.458966463804245, -0.2741052806377411, 0.2250576764345169, -0.2322014719247818, -0.3796796202659607, -0.15125109255313873, 0.1762276142835617, 0.09236816316843033, 0.07488369196653366, -0.21064592897891998, -0.01219543069601059, -0.21129576861858368, 0.20892669260501862, 0.17409031093120575, -0.02899993024766445, 0.1863459348678589, -0.22693908214569092, 0.4275803565979004]"
Windows,"[0.6555395126342773, 0.6201946139335632, -0.5218122005462646, 0.45980173349380493, 0.3593231439590454, -0.9802507758140564, 0.6469849944114685, 0.6663269996643066, 0.22350098192691803, -0.1606050580739975, -0.709522545337677, -0.1013951301574707, -0.06860139966011047, 0.1739128977060318, -0.29248857498168945, -0.2314981371164322, 0.5537165999412537, 0.4461369812488556, 0.1907871812582016, 0.8957247734069824, 0.1993354707956314, -0.43485185503959656, 0.09560282528400421, -0.7647190690040588, -0.37053534388542175, -0.1202612966299057, 0.5538259744644165, 0.0457482673227787, 0.2324211448431015, 1.0316109657287598, 0.29371875524520874, 0.24756836891174316, 0.003392115468159318, 0.26435387134552, -0.3934972584247589, 0.571592390537262, 0.15652894973754883, -0.08171113580465317, 0.5550649762153625, -0.39208000898361206, -0.28759345412254333, -0.43047767877578735, -0.2864437401294708, -1.1394604444503784, -0.7282121777534485, 0.2568425238132477, -0.5754812359809875, -0.8377919793128967, 0.32304754853248596, -0.07056479901075363, -0.43162158131599426, -0.1550356149673462, -0.3464394211769104, 0.17897428572177887, 0.6536319851875305, -0.8902678489685059, -0.35849934816360474, 0.43716293573379517, 0.30565834045410156, -0.3359743356704712, 0.5445201396942139, -0.34750232100486755, 0.05646339803934097, 0.24481843411922455]"
Linux,"[0.6669237613677979, 0.6048718690872192, -0.5197781920433044, 0.43874791264533997, 0.38631516695022583, -0.9802567958831787, 0.6724341511726379, 0.6745510101318359, 0.21270039677619934, -0.19012288749217987, -0.7028769254684448, -0.08491673320531845, -0.039166804403066635, 0.16917705535888672, -0.292474627494812, -0.21917247772216797, 0.5455957055091858, 0.45708155632019043, 0.19900089502334595, 0.9127417802810669, 0.19794784486293793, -0.45484140515327454, 0.11238151043653488, -0.7716972231864929, -0.38633787631988525, -0.1120181605219841, 0.5603029131889343, 0.08285351097583771, 0.2290959507226944, 1.0410655736923218, 0.2721048593521118, 0.24678586423397064, -0.00918901152908802, 0.25397375226020813, -0.39599236845970154, 0.572579026222229, 0.14985908567905426, -0.07912135869264603, 0.5589662194252014, -0.381051629781723, -0.28809255361557007, -0.428555965423584, -0.27556556463241577, -1.1398496627807617, -0.7188813090324402, 0.27337536215782166, -0.571445107460022, -0.8442789316177368, 0.31816351413726807, -0.06807567179203033, -0.4357590973377228, -0.15588997304439545, -0.33249562978744507, 0.1939714401960373, 0.6503773331642151, -0.8910331726074219, -0.3585324287414551, 0.4360560476779938, 0.30389997363090515, -0.3210265040397644, 0.5634809732437134, -0.3408576250076294, 0.05362096428871155, 0.22356896102428436]"
IT Education,"[0.5251668691635132, -0.15005184710025787, 0.5628175735473633, 0.34523719549179077, 0.5553448796272278, 0.240451380610466, 0.7940289974212646, -0.352814644575119, 0.07078235596418381, -0.23581646382808685, 0.09402403235435486, -0.6543707251548767, 0.8802181482315063, 0.29930293560028076, 0.024350294843316078, 0.13047102093696594, -0.03676740452647209, 0.3346793055534363, -0.290506511926651, 0.5217399001121521, 0.07564189285039902, -1.068918228149414, 0.23321707546710968, 0.28989464044570923, -0.28084754943847656, -0.25568774342536926, 0.04592762142419815, 0.07223294675350189, -0.45220714807510376, 0.38951754570007324, 0.012390198186039925, 0.2646941542625427, 0.6470491886138916, 0.5571287870407104, -0.3695777952671051, -0.1794339120388031, -0.7085952162742615, 0.0032275824341923, -0.3670717775821686, 0.3559752404689789, 0.7815871834754944, -0.0944390594959259, 0.29013708233833313, -0.21524663269519806, -0.39643868803977966, 0.0037071658298373222, -0.6516021490097046, 0.5872138738632202, 0.5314295887947083, 0.34847491979599, -0.08424118906259537, 0.21819224953651428, 0.2350829541683197, 0.461525022983551, -0.28725239634513855, -0.30190837383270264, -0.10718780010938644, 0.04717491939663887, -1.1152153015136719, 0.02704348973929882, 0.087287038564682, 0.9314629435539246, -0.1869150996208191, 0.27837496995925903]"
Specialization,"[0.6137591004371643, -0.1725614219903946, 0.5671936273574829, 0.3684579133987427, 0.6208319067955017, 0.112193763256073, 0.946398913860321, -0.3292487859725952, 0.07416015863418579, -0.2195608913898468, 0.10864461958408356, -0.6196590065956116, 0.8906344175338745, 0.3238997757434845, -0.05911650508642197, 0.22853341698646545, -0.024087412282824516, 0.37960368394851685, -0.30373263359069824, 0.619825541973114, 0.06350690871477127, -1.0646612644195557, 0.21275196969509125, 0.28947311639785767, -0.35031548142433167, -0.2862139642238617, 0.017276249825954437, 0.2459367960691452, -0.449250191450119, 0.4786630868911743, -0.021083634346723557, 0.24338503181934357, 0.7039678692817688, 0.6494507193565369, -0.4560432434082031, -0.16783423721790314, -0.6319906711578369, 0.004608198534697294, -0.23764272034168243, 0.31469252705574036, 0.7590377330780029, -0.10493756830692291, 0.2722700834274292, -0.28243184089660645, -0.4479409158229828, 0.046333275735378265, -0.7245915532112122, 0.5276747941970825, 0.5616278648376465, 0.3914831578731537, -0.03426286205649376, 0.10262835770845413, 0.1607009321451187, 0.5136114954948425, -0.18910358846187592, -0.27047204971313477, -0.18200716376304626, 0.11859558522701263, -1.224381923675537, -0.08457768708467484, 0.14926499128341675, 0.87708580493927, -0.2583850622177124, 0.18815769255161285]"
iOS,"[0.7497498989105225, -0.0685802772641182, -0.08170872926712036, 0.18083879351615906, 0.3836897909641266, -1.01280677318573, 1.4585438966751099, 0.21785984933376312, 0.07882338017225266, -0.8949443101882935, -0.41717690229415894, -0.32426008582115173, 0.6817787885665894, 0.2777818739414215, -0.3417465090751648, 0.053096286952495575, 0.43215885758399963, 0.17815305292606354, 0.34740281105041504, 0.7403320670127869, 0.03955034539103508, -0.20988620817661285, -0.2568496763706207, -0.6431783437728882, -0.015508332289755344, -0.37912434339523315, -0.23569482564926147, 0.2533417046070099, -0.3186698257923126, 0.6247721910476685, -0.3793126046657562, 0.5506650805473328, 0.04949135333299637, -0.04192337021231651, -1.0056941509246826, 0.8271257281303406, -0.5784193277359009, -0.29903316497802734, 0.17981411516666412, -0.18984860181808472, -0.513892650604248, -0.2935912609100342, 0.01100081205368042, -0.6535714268684387, -0.7661610245704651, 0.904684841632843, -0.6419241428375244, -1.0203551054000854, 0.5018784403800964, 0.2193690687417984, -0.544469952583313, 0.15067896246910095, -0.18923820555210114, 0.7855510115623474, -0.2647852897644043, -0.5182372331619263, -0.2878616750240326, -0.11612533032894135, -0.4516226053237915, -0.004596009850502014, 0.7172293066978455, 0.5364778637886047, 0.22781217098236084, -0.00733755249530077]"
